GeographyKey,GeographyTypeKey,GeographyType,ContinentName,CityName,StateProvinceName,RegionCountryName
620,4,Ciudad,América del Norte,Corvallis,Oregon,Estados Unidos
621,4,Ciudad,Europa,Courbevoie,Hauts de Seine,Francia
622,4,Ciudad,Europa,Croix,Norte,Francia
623,4,Ciudad,Europa,Dresden,Sajonia,Alemania
624,4,Ciudad,Europa,Dunkerque,Norte,Francia
625,4,Ciudad,América del Norte,El Cajon,California,Estados Unidos
626,4,Ciudad,Europa,Erlangen,Bavaria,Alemania
627,4,Ciudad,América del Norte,Everett,Washington,Estados Unidos
628,4,Ciudad,Asia,Findon,Australia del Sur,Australia
629,4,Ciudad,Europa,Frankfurt,Bavaria,Alemania
631,4,Ciudad,América del Norte,Fremont,California,Estados Unidos
632,4,Ciudad,Asia,Geelong,Victoria,Australia
633,4,Ciudad,América del Norte,Glendale,California,Estados Unidos
634,4,Ciudad,Asia,Goulburn,Nueva Gales del Sur,Australia
635,4,Ciudad,Europa,Grevenbroich,North Rhine-Westphalia,Alemania
637,4,Ciudad,Asia,Hawthorne,Queensland,Australia
638,4,Ciudad,Europa,Alto wycombe,Inglaterra,Reino Unido
639,4,Ciudad,Europa,Hof,Bavaria,Alemania
640,4,Ciudad,Europa,Ingolstadt,Bavaria,Alemania
641,4,Ciudad,Europa,Kassel,Hesse,Alemania
642,4,Ciudad,América del Norte,Kirkland,Washington,Estados Unidos
643,4,Ciudad,América del Norte,La Jolla,California,Estados Unidos
644,4,Ciudad,América del Norte,Lago Oswego,Oregon,Estados Unidos
645,4,Ciudad,América del Norte,Lakewood,California,Estados Unidos
646,4,Ciudad,Asia,LANE Cove,Nueva Gales del Sur,Australia
647,4,Ciudad,América del Norte,Langford,Columbia Británica,Canadá
648,4,Ciudad,Asia,Bahía de lavanda,Nueva Gales del Sur,Australia
649,4,Ciudad,Europa,Leipzig,Sajonia,Alemania
650,4,Ciudad,Europa,Lille,Norte,Francia
651,4,Ciudad,Europa,Liverpool,Inglaterra,Reino Unido
652,4,Ciudad,América del Norte,Long Beach,California,Estados Unidos
653,4,Ciudad,América del Norte,Los Ángeles,California,Estados Unidos
654,4,Ciudad,Europa,Maidenhead,Inglaterra,Reino Unido
655,4,Ciudad,Asia,Malabar,Nueva Gales del Sur,Australia
656,4,Ciudad,Asia,Melbourne,Victoria,Australia
657,4,Ciudad,Europa,Metz,Moselle,Francia
658,4,Ciudad,América del Norte,Fresado Valley,California,Estados Unidos
659,4,Ciudad,Europa,Milton Keynes,Inglaterra,Reino Unido
660,4,Ciudad,América del Norte,Milwaukie,Oregon,Estados Unidos
661,4,Ciudad,Europa,Morangis,Essonne,Francia
662,4,Ciudad,Europa,Hamburgo,Hamburgo,Alemania
664,4,Ciudad,Europa,Mönchengladbach,North Rhine-Westphalia,Alemania
665,4,Ciudad,América del Norte,N.Vancouver,Columbia Británica,Canadá
666,4,Ciudad,Europa,Newcastle upon Tyne,Inglaterra,Reino Unido
667,4,Ciudad,América del Norte,Newport Beach,California,Estados Unidos
668,4,Ciudad,América del Norte,Newton,Columbia Británica,Canadá
669,4,Ciudad,Asia,Norte de Sydney,Nueva Gales del Sur,Australia
670,4,Ciudad,América del Norte,Novato,California,Estados Unidos
671,4,Ciudad,América del Norte,Bahía de roble,Columbia Británica,Canadá
672,4,Ciudad,Europa,Orleans,Loiret,Francia
673,4,Ciudad,Europa,Oxon,Inglaterra,Reino Unido
674,4,Ciudad,Europa,Paderborn,North Rhine-Westphalia,Alemania
675,4,Ciudad,América del Norte,Puerto García,Columbia Británica,Canadá
676,4,Ciudad,Europa,Lectura,Inglaterra,Reino Unido
677,4,Ciudad,América del Norte,Redmond,Washington,Estados Unidos
678,4,Ciudad,América del Norte,Renton,Washington,Estados Unidos
679,4,Ciudad,Asia,Rodas,Nueva Gales del Sur,Australia
680,4,Ciudad,Asia,Rockhampton,Queensland,Australia
681,4,Ciudad,Europa,En Roissy Brie,Red de tiro et Marne,Francia
682,4,Ciudad,América del Norte,Royal roble,Columbia Británica,Canadá
683,4,Ciudad,Europa,Saarbrücken,Sarre,Alemania
684,4,Ciudad,Europa,Saint Ouen,Charente-Maritime,Francia
685,4,Ciudad,Europa,Saint Ouen,Loir et Cher,Francia
686,4,Ciudad,América del Norte,Córdoba,Oregon,Estados Unidos
687,4,Ciudad,Europa,Salzgitter,Sajonia inferior,Alemania
688,4,Ciudad,América del Norte,San Diego,California,Estados Unidos
689,4,Ciudad,América del Norte,San Francisco,California,Estados Unidos
690,4,Ciudad,América del Norte,SAN Gabriel,California,Estados Unidos
691,4,Ciudad,América del Norte,Santa Cruz,California,Estados Unidos
692,4,Ciudad,Asia,Seaford,Victoria,Australia
693,4,Ciudad,América del Norte,Seattle,Washington,Estados Unidos
694,4,Ciudad,América del Norte,Sedro Woolley,Washington,Estados Unidos
695,4,Ciudad,América del Norte,Shawnee,Columbia Británica,Canadá
696,4,Ciudad,Europa,Solingen,North Rhine-Westphalia,Alemania
697,4,Ciudad,Asia,Melbourne sur,Victoria,Australia
698,4,Ciudad,Europa,Stoke-on-Trent,Inglaterra,Reino Unido
699,4,Ciudad,Asia,Sunbury,Victoria,Australia
700,4,Ciudad,Europa,Tremblay-en-Francia,Red de tiro a Denis de SAN,Francia
701,4,Ciudad,América del Norte,Victoria,Columbia Británica,Canadá
702,4,Ciudad,Europa,Villeneuve d'Ascq,Norte,Francia
703,4,Ciudad,América del Norte,W.Linn,Oregon,Estados Unidos
704,4,Ciudad,Europa,Watford,Inglaterra,Reino Unido
705,4,Ciudad,Europa,SUSSEX occidental,Inglaterra,Reino Unido
706,4,Ciudad,Asia,Wollongong,Nueva Gales del Sur,Australia
707,4,Ciudad,América del Norte,Colinas forestal,California,Estados Unidos
708,4,Ciudad,Asia,Asjabad,Provincia de Ahal,Turkmenistán
709,4,Ciudad,Asia,Bangkok,Krung Thep,Tailandia
710,4,Ciudad,Asia,Pekín,Pekín,China
711,4,Ciudad,Asia,Biskek,Provincia chuy,Kirguistán
712,4,Ciudad,Asia,Busan ,Yeongnam,Corea del Sur
713,4,Ciudad,Asia,Canberra,Molonglo,Australia
714,4,Ciudad,Asia,Damasco,Damasco,Siria
715,4,Ciudad,Asia,Guangzhou,GuangDong,China
716,4,Ciudad,Asia,Hong Kong,Hong Kong,China
717,4,Ciudad,Asia,Islamabad,Territorio de la capital de Islamabad,Pakistán
718,4,Ciudad,Asia,Kolkata (Calcuta),Bengala Occidental,India
719,4,Ciudad,Asia,Kyoto ,Kansai,Japón
720,4,Ciudad,Asia,Miyagi,Tohoku,Japón
721,4,Ciudad,Asia,Mumbai,Maharastra,India
722,4,Ciudad,Asia,Nagoya ,Chubu,Japón
723,4,Ciudad,Asia,Nueva Delhi,Territorio de la capital de nacionales de Delhi,India
724,4,Ciudad,Asia,Osaka ,Kansai,Japón
725,4,Ciudad,Asia,Sapporo ,Hokkaido,Japón
726,4,Ciudad,Asia,Seúl,Seúl jikhalsi,Corea del Sur
727,4,Ciudad,Asia,Shanghai,Shanghai,China
728,4,Ciudad,Asia,Singapur,Singapur,Singapur
729,4,Ciudad,Asia,Taipei,Taiwán,Taiwán
730,4,Ciudad,Asia,Teherán,Teherán,Irán
731,4,Ciudad,Asia,Thimphu,Distrito de Thimphu,Bután
732,4,Ciudad,Asia,Tokio,Kanto,Japón
733,4,Ciudad,Asia,Urumqi,Xinjiang,China
734,4,Ciudad,Asia,Ereván,Armenia,Armenia
735,4,Ciudad,Asia,Yokohama ,Kanto,Japón
736,4,Ciudad,Europa,Ámsterdam,Noord Holanda,los Países Bajos
737,4,Ciudad,Europa,Atenas,Grecia central y Evvoia,Grecia 
738,4,Ciudad,Europa,Baildon,Inglaterra ,Reino Unido
739,4,Ciudad,Europa,Baumholder,Rhineland-Palatinate,Alemania 
740,4,Ciudad,Europa,Berne,Berna,Suiza 
741,4,Ciudad,Europa,Bucarest,Bucuresti,Rumania 
742,4,Ciudad,Europa,Carlisle,Inglaterra ,Reino Unido
743,4,Ciudad,Europa,Cheshire,Inglaterra ,Reino Unido
745,4,Ciudad,Europa,Copenhague,Staden Kobenhavn,Dinamarca       
746,4,Ciudad,Europa,Dublín,Leinster,Irlanda 
747,4,Ciudad,Europa,Dusseldorf,North Rhine-Westphalia,Alemania 
748,4,Ciudad,Europa,Edimburgo,Escocia,Reino Unido
749,4,Ciudad,Europa,Florencia,Provincia de Florencia,Italia    
750,4,Ciudad,Europa,Giebelstadt,Bavaria,Alemania 
751,4,Ciudad,Europa,Glasgow,Escocia,Reino Unido
752,4,Ciudad,Europa,Hofheim estoy Taunus,Hesse,Alemania 
753,4,Ciudad,Europa,Knotty Ash,Inglaterra ,Reino Unido
754,4,Ciudad,Europa,Koln,North Rhine-Westphalia,Alemania 
755,4,Ciudad,Europa,Lancashire,Inglaterra ,Reino Unido
756,4,Ciudad,Europa,Landstuhl,Rhineland-Palatinate,Alemania 
757,4,Ciudad,Europa,Lisboa,Región de Lisboa,Portugal
758,4,Ciudad,Europa,Liubliana,Liubliana,Eslovenia
759,4,Ciudad,Europa,Lyon,Rhone-Alpes ,Francia
760,4,Ciudad,Europa,Madrid,Madrid,España
761,4,Ciudad,Europa,Manchester,Inglaterra ,Reino Unido
762,4,Ciudad,Europa,Marsella,Provence-Alpes-Côte d'Azur,Francia
763,4,Ciudad,Europa,Milán,Lombardia,Italia    
764,4,Ciudad,Europa,Moscú,Moskovskaya oblast,Rusia
765,4,Ciudad,Europa,Munich,Bavaria,Alemania 
766,4,Ciudad,Europa,Nantes,Pays de la Loire,Francia
767,4,Ciudad,Europa,Niza,Alpes Maritimes,Francia
768,4,Ciudad,Europa,Nizhny Novgorod ,Nizhny Novgorod Oblast,Rusia
769,4,Ciudad,Europa,Bamberg,Bavaria,Alemania 
770,4,Ciudad,Europa,Ramstein,Rhineland-Palatinate,Alemania 
771,4,Ciudad,Europa,Roma,Roma,Italia    
772,4,Ciudad,Europa,San Petersburgo,Northwestern,Rusia
773,4,Ciudad,Europa,Estocolmo,Stockholms,Suecia 
774,4,Ciudad,Europa,Stockport,Inglaterra ,Reino Unido
775,4,Ciudad,Europa,Estrasburgo,BAS-Rhin,Francia
776,4,Ciudad,Europa,Turín,Provincia de Turín,Italia    
777,4,Ciudad,Europa,Toulouse,Midi-Pyrenees,Francia
778,4,Ciudad,Europa,Valletta,Valletta,Malta
779,4,Ciudad,Europa,Venecia,Venecia,Italia    
780,4,Ciudad,Europa,Varsovia,Varsovia,Polonia 
781,4,Ciudad,Europa,West Yorkshire,Inglaterra ,Reino Unido
782,4,Ciudad,América del Norte,Albania,Nueva York,Estados Unidos
783,4,Ciudad,América del Norte,Alejandría,Virginia,Estados Unidos
784,4,Ciudad,América del Norte,Anchorage,Alaska,Estados Unidos
785,4,Ciudad,América del Norte,Annapolis,Maryland,Estados Unidos
786,4,Ciudad,América del Norte,Appleton,Wisconsin,Estados Unidos
787,4,Ciudad,América del Norte,Arlington,Texas,Estados Unidos
788,4,Ciudad,América del Norte,Atlantic City ,New Jersey,Estados Unidos
789,4,Ciudad,América del Norte,Attleboro,Massachusetts,Estados Unidos
790,4,Ciudad,América del Norte,Aurora,Colorado,Estados Unidos
791,4,Ciudad,América del Norte,Austin,Texas,Estados Unidos
792,4,Ciudad,América del Norte,Back River,Maryland,Estados Unidos
793,4,Ciudad,América del Norte,Bacliff,Texas,Estados Unidos
794,4,Ciudad,América del Norte,Baltimore,Maryland,Estados Unidos
795,4,Ciudad,América del Norte,Bangor,Maine,Estados Unidos
796,4,Ciudad,América del Norte,Bar Harbor,Maine,Estados Unidos
797,4,Ciudad,América del Norte,Bayonne ,New Jersey,Estados Unidos
798,4,Ciudad,América del Norte,Beaumont,Texas,Estados Unidos
799,4,Ciudad,América del Norte,Berthoud,Colorado,Estados Unidos
800,4,Ciudad,América del Norte,Bethesda,Maryland,Estados Unidos
801,4,Ciudad,América del Norte,Bridgeport,Connecticut,Estados Unidos
802,4,Ciudad,América del Norte,Boston,Massachusetts,Estados Unidos
803,4,Ciudad,América del Norte,Boulder,Colorado,Estados Unidos
804,4,Ciudad,América del Norte,Brooklyn,Nueva York,Estados Unidos
805,4,Ciudad,América del Norte,Buffalo,Nueva York,Estados Unidos
806,4,Ciudad,América del Norte,Burlington,Wisconsin,Estados Unidos
807,4,Ciudad,América del Norte,Cabo Cañaveral,Florida,Estados Unidos
808,4,Ciudad,América del Norte,Cape May,New Jersey,Estados Unidos
809,4,Ciudad,América del Norte,Castle Rock,Colorado,Estados Unidos
810,4,Ciudad,América del Norte,Charleston ,Carolina del Sur,Estados Unidos
811,4,Ciudad,América del Norte,Charlottesville ,Virginia,Estados Unidos
812,4,Ciudad,América del Norte,Cheney,Washington,Estados Unidos
813,4,Ciudad,América del Norte,Cle Elum,Washington,Estados Unidos
814,4,Ciudad,América del Norte,Clifton,New Jersey,Estados Unidos
815,4,Ciudad,América del Norte,Dallas,Texas,Estados Unidos
816,4,Ciudad,América del Norte,Darien,Connecticut,Estados Unidos
817,4,Ciudad,América del Norte,Denton,Texas,Estados Unidos
818,4,Ciudad,América del Norte,Denver,Colorado,Estados Unidos
819,4,Ciudad,América del Norte,Desoto,Texas,Estados Unidos
820,4,Ciudad,América del Norte,East Orange ,New Jersey,Estados Unidos
821,4,Ciudad,América del Norte,East Troy,Wisconsin,Estados Unidos
822,4,Ciudad,América del Norte,Edgerton,Wisconsin,Estados Unidos
823,4,Ciudad,América del Norte,Elmira,Nueva York,Estados Unidos
824,4,Ciudad,América del Norte,Englewood,Colorado,Estados Unidos
825,4,Ciudad,América del Norte,Fall City,Washington,Estados Unidos
826,4,Ciudad,América del Norte,Falmouth,Massachusetts,Estados Unidos
827,4,Ciudad,América del Norte,Fond du lac,Wisconsin,Estados Unidos
828,4,Ciudad,América del Norte,Fort Atkinson,Wisconsin,Estados Unidos
829,4,Ciudad,América del Norte,Fort Collins,Colorado,Estados Unidos
830,4,Ciudad,América del Norte,Fort Lauderdale,Florida,Estados Unidos
831,4,Ciudad,América del Norte,Fort Worth,Texas,Estados Unidos
832,4,Ciudad,América del Norte,Framingham,Massachusetts,Estados Unidos
833,4,Ciudad,América del Norte,Fredericksburg,Virginia,Estados Unidos
834,4,Ciudad,América del Norte,Georgetown,Texas,Estados Unidos
835,4,Ciudad,América del Norte,Germantown,Maryland,Estados Unidos
836,4,Ciudad,América del Norte,Grand Junction,Colorado,Estados Unidos
837,4,Ciudad,América del Norte,Grand Prairie,Texas,Estados Unidos
838,4,Ciudad,América del Norte,Granger,Washington,Estados Unidos
839,4,Ciudad,América del Norte,Greeley,Colorado,Estados Unidos
840,4,Ciudad,América del Norte,Green Bay,Wisconsin,Estados Unidos
841,4,Ciudad,América del Norte,Greenville,Carolina del Sur,Estados Unidos
842,4,Ciudad,América del Norte,Hackensack ,New Jersey,Estados Unidos
843,4,Ciudad,América del Norte,Hartford,Connecticut,Estados Unidos
844,4,Ciudad,América del Norte,Haverhill,Massachusetts,Estados Unidos
845,4,Ciudad,América del Norte,Hillsboro,Texas,Estados Unidos
846,4,Ciudad,América del Norte,Hingham,Massachusetts,Estados Unidos
847,4,Ciudad,América del Norte,Hoboken ,New Jersey,Estados Unidos
848,4,Ciudad,América del Norte,Holyoke,Massachusetts,Estados Unidos
849,4,Ciudad,América del Norte,Houston,Texas,Estados Unidos
850,4,Ciudad,América del Norte,Howard,Maryland,Estados Unidos
851,4,Ciudad,América del Norte,Humble,Texas,Estados Unidos
852,4,Ciudad,América del Norte,Ithaca,Nueva York,Estados Unidos
853,4,Ciudad,América del Norte,Jacksonville,Florida,Estados Unidos
854,4,Ciudad,América del Norte,Jersey City,New Jersey,Estados Unidos
855,4,Ciudad,América del Norte,Kennebunkport,Maine,Estados Unidos
856,4,Ciudad,América del Norte,Kennewick,Washington,Estados Unidos
857,4,Ciudad,América del Norte,Key West,Florida,Estados Unidos
858,4,Ciudad,América del Norte,La Porte,Texas,Estados Unidos
859,4,Ciudad,América del Norte,Lafayette,Colorado,Estados Unidos
860,4,Ciudad,América del Norte,Lakeland,Florida,Estados Unidos
861,4,Ciudad,América del Norte,Leominster,Massachusetts,Estados Unidos
862,4,Ciudad,América del Norte,Lewiston,Maine,Estados Unidos
863,4,Ciudad,América del Norte,Lewisville,Texas,Estados Unidos
864,4,Ciudad,América del Norte,Litchfield County,Connecticut,Estados Unidos
865,4,Ciudad,América del Norte,Littleton,Colorado,Estados Unidos
866,4,Ciudad,América del Norte,Longview,Texas,Estados Unidos
867,4,Ciudad,América del Norte,Loveland,Colorado,Estados Unidos
868,4,Ciudad,América del Norte,Lowell,Massachusetts,Estados Unidos
869,4,Ciudad,América del Norte,Lynn,Massachusetts,Estados Unidos
870,4,Ciudad,América del Norte,Madison,Wisconsin,Estados Unidos
871,4,Ciudad,América del Norte,Manitowoc,Wisconsin,Estados Unidos
872,4,Ciudad,América del Norte,Marshall,Texas,Estados Unidos
873,4,Ciudad,América del Norte,Martinsville ,Virginia,Estados Unidos
874,4,Ciudad,América del Norte,Menasha,Wisconsin,Estados Unidos
875,4,Ciudad,América del Norte,Miami,Florida,Estados Unidos
876,4,Ciudad,América del Norte,Midland,Texas,Estados Unidos
877,4,Ciudad,América del Norte,Milliken,Colorado,Estados Unidos
878,4,Ciudad,América del Norte,Milwaukee,Wisconsin,Estados Unidos
879,4,Ciudad,América del Norte,Minden,Texas,Estados Unidos
880,4,Ciudad,América del Norte,Montclair ,New Jersey,Estados Unidos
881,4,Ciudad,América del Norte,Montreal,Quebec,Canadá
882,4,Ciudad,América del Norte,Morristown ,New Jersey,Estados Unidos
883,4,Ciudad,América del Norte,Nantucket,Massachusetts,Estados Unidos
884,4,Ciudad,América del Norte,Nápoles,Florida,Estados Unidos
885,4,Ciudad,América del Norte,New Bedford,Massachusetts,Estados Unidos
886,4,Ciudad,América del Norte,New Brunswick ,New Jersey,Estados Unidos
887,4,Ciudad,América del Norte,New Castle,Colorado,Estados Unidos
888,4,Ciudad,América del Norte,New Haven ,Connecticut,Estados Unidos
889,4,Ciudad,América del Norte,New London,Connecticut,Estados Unidos
890,4,Ciudad,América del Norte,Nueva York,Nueva York,Estados Unidos
891,4,Ciudad,América del Norte,Newark,New Jersey,Estados Unidos
892,4,Ciudad,América del Norte,Norfolk,Virginia,Estados Unidos
893,4,Ciudad,América del Norte,North Bend,Washington,Estados Unidos
894,4,Ciudad,América del Norte,North Harford,Maryland,Estados Unidos
895,4,Ciudad,América del Norte,Northampton,Massachusetts,Estados Unidos
896,4,Ciudad,América del Norte,Old Saybrook,Connecticut,Estados Unidos
897,4,Ciudad,América del Norte,Naranja,Texas,Estados Unidos
898,4,Ciudad,América del Norte,Oregon,Wisconsin,Estados Unidos
899,4,Ciudad,América del Norte,Orlando,Florida,Estados Unidos
900,4,Ciudad,América del Norte,Orono,Maine,Estados Unidos
901,4,Ciudad,América del Norte,Oshkosh,Wisconsin,Estados Unidos
902,4,Ciudad,América del Norte,Oswego,Nueva York,Estados Unidos
903,4,Ciudad,América del Norte,Ottawa,Ontario,Canadá
904,4,Ciudad,América del Norte,Parker,Colorado,Estados Unidos
905,4,Ciudad,América del Norte,Parkville,Maryland,Estados Unidos
906,4,Ciudad,América del Norte,Pasadena,Texas,Estados Unidos
907,4,Ciudad,América del Norte,Passaic ,New Jersey,Estados Unidos
908,4,Ciudad,América del Norte,Paterson,New Jersey,Estados Unidos
909,4,Ciudad,América del Norte,Pittsfield,Massachusetts,Estados Unidos
910,4,Ciudad,América del Norte,Plano,Texas,Estados Unidos
911,4,Ciudad,América del Norte,Plattsburgh,Nueva York,Estados Unidos
912,4,Ciudad,América del Norte,Poestenkill,Nueva York,Estados Unidos
913,4,Ciudad,América del Norte,Port Washington,Wisconsin,Estados Unidos
914,4,Ciudad,América del Norte,Provincetown,Massachusetts,Estados Unidos
915,4,Ciudad,América del Norte,Queen Anne's County,Maryland,Estados Unidos
916,4,Ciudad,América del Norte,Queens,Nueva York,Estados Unidos
917,4,Ciudad,América del Norte,Quincy,Massachusetts,Estados Unidos
918,4,Ciudad,América del Norte,Racine,Wisconsin,Estados Unidos
919,4,Ciudad,América del Norte,Richardson,Texas,Estados Unidos
920,4,Ciudad,América del Norte,Ridgely,Maryland,Estados Unidos
921,4,Ciudad,América del Norte,Roanoke,Virginia,Estados Unidos
922,4,Ciudad,América del Norte,Rochester,Nueva York,Estados Unidos
923,4,Ciudad,América del Norte,Round Rock,Texas,Estados Unidos
924,4,Ciudad,América del Norte,Russellville,Texas,Estados Unidos
925,4,Ciudad,América del Norte,San Antonio,Texas,Estados Unidos
926,4,Ciudad,América del Norte,Sebring,Florida,Estados Unidos
927,4,Ciudad,América del Norte,Sedalia,Colorado,Estados Unidos
928,4,Ciudad,América del Norte,Sheboygan,Wisconsin,Estados Unidos
929,4,Ciudad,América del Norte,Shreveport,Texas,Estados Unidos
930,4,Ciudad,América del Norte,Snoqualmie,Washington,Estados Unidos
931,4,Ciudad,América del Norte,Somerville,Massachusetts,Estados Unidos
932,4,Ciudad,América del Norte,South Portland,Maine,Estados Unidos
933,4,Ciudad,América del Norte,Spring,Texas,Estados Unidos
934,4,Ciudad,América del Norte,Stoughton,Wisconsin,Estados Unidos
935,4,Ciudad,América del Norte,Sunnyside,Washington,Estados Unidos
936,4,Ciudad,América del Norte,Siracusa,Nueva York,Estados Unidos
937,4,Ciudad,América del Norte,Tallahassee,Florida,Estados Unidos
938,4,Ciudad,América del Norte,Tampa,Florida,Estados Unidos
939,4,Ciudad,América del Norte,Texas City,Texas,Estados Unidos
940,4,Ciudad,América del Norte,Thornton,Colorado,Estados Unidos
941,4,Ciudad,América del Norte,Toppenish,Washington,Estados Unidos
942,4,Ciudad,América del Norte,Toronto,Ontario,Canadá
943,4,Ciudad,América del Norte,Trenton,New Jersey,Estados Unidos
944,4,Ciudad,América del Norte,Veradale,Washington,Estados Unidos
945,4,Ciudad,América del Norte,Vineland,New Jersey,Estados Unidos
946,4,Ciudad,América del Norte,Virginia Beach,Virginia,Estados Unidos
947,4,Ciudad,América del Norte,Wapato,Washington,Estados Unidos
948,4,Ciudad,América del Norte,Waterbury,Connecticut,Estados Unidos
949,4,Ciudad,América del Norte,Waukesha,Wisconsin,Estados Unidos
950,4,Ciudad,América del Norte,Wheat Ridge,Colorado,Estados Unidos
951,4,Ciudad,América del Norte,Winchester,Virginia,Estados Unidos
952,4,Ciudad,América del Norte,Worcester,Massachusetts,Estados Unidos
